gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1379.8,0
1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,1273.3,0
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,0
1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3,7782.85,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,1
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,1797.1,0
1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,69.8,377.85,0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,1,1,20.0,445.3,0
1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,0,2,85.55,851.75,1
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,0
0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1,0
1,0,0,1,6,1,0,1,0,0,2,0,2,2,0,0,3,94.5,575.45,1
1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,906.85,0
0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,19.4,0
0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9,1388.75,0
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,0
0,1,1,0,16,1,2,1,0,0,0,0,0,2,0,1,1,85.35,1375.15,1
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,79.65,152.7,1
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2,0
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,79.6,195.05,1
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5,0
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,344.5,0
1,1,0,0,19,1,2,1,2,0,0,0,2,0,0,1,2,90.6,1660.0,1
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55,0
0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,2835.9,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15,45.15,0
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85,0
0,1,1,0,54,1,0,1,0,0,2,2,2,2,1,1,2,99.1,5437.1,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,1
1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35,1
1,0,0,0,56,1,2,1,2,0,0,2,2,2,0,1,3,105.35,5794.45,0
1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65,747.2,0
0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95,1267.95,0
0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3674.95,0
0,1,1,0,53,1,2,2,1,1,1,1,1,1,2,0,1,25.1,1275.6,0
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,0,1,84.7,5893.9,0
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,75.85,724.65,0
0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,99.15,3615.6,1
0,0,0,0,18,0,1,0,0,0,2,2,0,0,0,1,2,35.2,607.3,0
0,1,1,1,55,1,2,0,2,0,2,2,2,0,1,0,2,76.25,4154.55,0
0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,2184.35,1
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,82.35,1852.85,1
1,0,0,0,2,0,1,0,0,2,2,2,0,0,0,1,1,40.4,77.15,1
1,1,0,0,33,1,2,2,1,1,1,1,1,1,1,1,0,24.9,847.8,0
1,0,1,0,44,0,1,0,0,2,2,0,2,2,2,0,0,54.3,2390.45,0
0,0,1,1,30,1,0,0,2,0,0,2,0,2,0,0,0,66.3,1923.5,0
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,0,20.9,1493.2,0
0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,75.35,338.1,1
1,0,0,1,35,1,0,1,0,0,2,0,2,0,1,1,2,85.15,3030.6,1
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,75.35,75.35,0
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,104.45,2184.85,0
0,0,0,1,22,0,1,0,0,0,2,0,2,2,1,1,1,49.45,1031.4,0
0,0,0,1,49,1,0,2,1,1,1,1,1,1,1,0,1,19.45,921.3,0
0,0,1,1,42,1,0,1,0,0,2,0,2,2,0,1,2,92.15,3875.4,0
0,0,1,1,33,1,0,1,0,0,2,0,2,2,1,1,2,93.8,3124.5,1
0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,0,3,19.85,144.15,0
0,0,1,1,67,1,2,1,2,0,2,2,0,2,1,1,0,100.25,6689.0,0
1,0,0,0,15,1,2,1,0,2,0,2,0,2,0,0,2,95.7,1451.1,0
1,0,1,0,67,1,2,1,0,2,2,0,0,2,2,1,2,93.15,6368.2,0
1,0,1,1,53,1,0,0,2,2,0,2,2,0,2,1,3,69.7,3729.6,0
1,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,3,19.8,350.1,0
0,0,1,1,40,1,0,0,2,2,0,2,0,2,0,1,3,71.35,2847.2,0
0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.75,452.35,0
1,0,0,0,39,0,1,0,0,0,0,2,0,2,0,1,2,40.6,1494.5,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,41.85,0
0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1272.05,0
1,0,1,1,8,1,0,0,0,0,0,0,2,0,0,1,2,54.4,475.1,0
1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,94.7,673.1,1
1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7,1
0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.45,150.75,0
1,0,0,0,49,1,2,0,0,0,0,2,2,0,2,1,0,66.15,3199.0,0
0,0,0,0,65,1,2,1,2,2,0,2,0,0,1,1,2,89.85,5844.65,0
0,0,0,0,55,1,0,0,0,0,0,0,0,0,1,0,0,45.05,2462.6,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,86.85,6263.8,0
1,0,0,0,35,1,2,1,2,2,2,2,0,0,0,1,3,96.75,3403.4,0
1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,237.75,1
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.3,75.3,1
1,0,0,0,17,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1,0
0,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.15,7881.2,0
0,0,1,1,28,1,0,1,2,0,0,0,0,2,1,1,0,82.85,2320.8,0
0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5,0
0,1,1,0,40,1,0,1,0,2,0,2,2,2,1,1,1,99.2,4062.2,1
0,0,0,0,52,1,0,0,0,0,2,0,0,2,0,1,2,59.45,3043.7,0
0,0,1,0,47,1,0,0,0,2,0,0,2,0,0,1,0,58.6,2723.4,0
0,0,0,0,23,1,0,0,0,0,2,0,0,0,0,0,1,49.7,1081.25,0
1,0,1,1,66,1,0,0,2,2,2,2,0,0,2,0,3,65.85,4097.05,0
0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,73.5,632.2,0
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3,1
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85,1
0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,1,113.65,8166.8,0
0,1,0,0,50,1,2,1,2,2,0,0,0,0,0,1,2,83.4,4113.7,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.4,70.4,1
0,0,0,0,66,0,1,0,2,0,2,2,2,2,2,1,0,61.35,4193.4,0
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3729.75,0
0,0,0,0,5,1,0,1,0,0,0,2,0,0,0,1,3,75.65,399.45,0
1,0,1,1,7,1,0,0,2,0,0,0,0,0,1,1,2,49.75,331.3,1
1,0,0,0,29,1,2,0,0,2,2,0,0,2,1,0,1,70.9,1964.6,0
0,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,1,75.3,1147.45,1
0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,0,3,20.1,486.05,0
0,0,1,0,11,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1078.9,1
1,0,1,0,57,1,2,1,2,2,2,2,2,0,0,1,2,103.05,5925.75,0
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,118.35,7804.15,1
0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,1,3,81.9,1028.9,0
1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,1,2,30.45,226.45,1
0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,96.1,4364.1,1
1,0,1,1,71,1,2,0,2,0,0,0,2,0,1,1,2,66.2,4692.55,0
1,1,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.25,2433.9,1
1,1,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,80.2,1217.25,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,19.75,0
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,72.6,154.3,0
1,1,0,0,55,1,2,1,2,2,2,2,2,2,0,1,2,116.5,6382.55,0
1,1,0,0,71,1,2,1,0,2,0,2,2,2,2,1,2,106.8,7623.2,0
1,0,1,1,50,1,2,2,1,1,1,1,1,1,2,0,3,24.95,1261.45,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,19.25,86.05,0
0,0,0,0,66,1,2,1,2,2,2,2,2,0,1,1,0,104.55,6779.05,0
0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,1,2,30.75,82.85,0
1,0,1,1,66,1,2,2,1,1,1,1,1,1,1,1,1,25.7,1714.55,0
1,0,1,0,65,1,2,1,2,2,2,0,2,0,2,1,2,99.35,6347.55,0
0,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,19.2,1123.65,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,20.1,43.15,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,1,20.35,35.1,0
0,0,1,1,55,1,2,2,1,1,1,1,1,1,2,1,1,25.65,1388.0,0
1,1,1,0,41,1,0,1,0,2,0,0,2,2,0,1,2,94.55,3851.45,0
0,0,1,1,17,1,2,1,2,0,2,0,2,2,0,1,2,104.2,1743.5,1
0,0,0,0,30,1,0,1,0,0,0,2,2,2,1,1,0,94.4,2638.1,0
1,0,0,0,17,1,0,0,2,2,0,0,0,0,1,0,3,56.1,946.95,0
0,0,1,1,16,1,0,0,2,2,0,2,0,2,2,0,0,68.25,1114.85,0
1,0,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1777.6,0
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,74.35,74.35,0
1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,0,2,54.15,1312.45,0
1,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2,0
1,0,1,1,19,0,1,0,2,2,0,0,0,0,0,1,3,34.95,610.2,0
0,0,0,0,7,1,2,0,2,0,0,0,0,0,0,1,2,53.65,404.35,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1
1,0,0,0,61,1,2,1,2,0,2,0,2,2,1,0,2,104.0,6363.45,0
0,0,1,0,57,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65,0
1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.8,713.1,1
1,0,0,1,15,1,0,0,2,0,2,0,0,2,1,0,3,64.85,950.75,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0
0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,45.9,505.95,0
1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,20.0,1149.65,0
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,44.8,169.65,0
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7,1
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.35,393.15,0
0,0,0,1,26,0,1,0,2,0,0,2,0,2,0,0,3,45.8,1147.0,0
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3021.6,1
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,5718.2,0
1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,1
0,0,0,0,68,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6397.6,0
1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.95,280.4,0
0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,1
0,0,1,0,68,1,2,1,2,2,0,0,0,0,2,1,0,84.7,5711.05,0
0,0,0,1,50,1,0,0,2,0,2,2,2,0,1,1,1,70.8,3478.15,0
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,1
0,1,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.4,4133.95,0
1,1,1,0,30,1,2,1,0,0,0,2,2,2,0,1,2,101.5,2917.65,0
1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,54.3,54.3,0
1,1,1,1,29,1,2,1,0,0,2,0,2,2,0,1,2,103.95,2964.8,0
0,0,1,1,23,1,2,0,2,2,2,2,2,2,2,1,1,91.1,2198.3,0
1,0,0,1,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1189.9,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1914.5,0
1,0,0,1,22,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5,1
1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35,0
0,1,0,0,66,1,2,1,0,2,2,0,2,2,1,0,0,108.1,7238.6,0
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,110.15,7998.8,0
0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,1
0,0,0,0,51,1,2,1,0,2,2,2,2,2,1,1,2,111.5,5703.25,0
0,0,1,1,70,1,2,1,0,2,2,0,2,2,1,1,2,106.5,7397.0,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,2,19.9,164.6,0
1,0,1,1,59,1,2,1,2,2,0,2,2,2,2,1,3,111.1,6555.2,0
1,0,0,1,3,1,0,0,0,0,0,2,2,2,0,0,3,70.7,225.65,0
1,1,1,0,38,0,1,0,0,0,0,0,0,0,0,1,2,24.85,955.75,0
0,0,0,0,37,1,2,1,2,2,2,0,0,0,0,0,0,91.2,3382.3,0
1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,0
0,1,1,0,24,0,1,0,0,0,2,0,0,2,0,1,1,40.65,933.3,1
0,0,1,1,14,1,0,0,2,2,0,2,0,0,0,0,0,59.45,780.85,0
1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,109.95,7852.4,0
1,0,1,0,53,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,1
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.9,764.95,1
1,0,1,1,72,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2763.0,0
0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1614.7,0
0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25,1
0,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,3,24.5,270.15,0
1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,3,19.7,0.0,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,0
0,0,0,0,29,1,0,0,2,0,2,2,0,0,1,0,1,58.0,1734.5,0
0,1,1,1,65,1,2,1,0,2,2,0,2,2,1,1,2,107.45,7047.5,0
0,0,0,0,8,1,2,0,2,2,2,0,0,0,0,1,0,65.5,573.15,0
1,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1538.6,0
0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,100.15,4459.8,0
1,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,104.45,7459.0,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,21.15,306.05,0
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,2,96.2,639.7,0
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15,0
0,1,1,0,43,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,1
1,0,1,1,58,1,2,1,0,0,2,2,0,2,2,0,0,94.35,5563.65,0
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1
1,0,1,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.3,40.25,0
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,1
0,0,1,0,40,1,2,1,2,0,2,0,2,2,1,0,0,105.75,4228.55,0
1,0,0,0,9,1,2,1,2,0,0,0,0,0,0,1,2,81.15,784.45,0
1,0,0,0,41,1,0,1,0,2,0,2,2,0,1,1,2,89.55,3729.75,0
0,0,0,0,26,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,0
0,0,1,0,33,1,0,0,0,2,0,2,0,0,1,1,1,53.75,1857.3,0
1,0,1,1,68,1,0,1,0,2,2,2,2,2,1,0,1,105.75,7322.5,0
0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,6725.5,0
1,0,0,0,55,1,0,0,0,2,0,2,0,2,1,1,2,64.2,3627.3,0
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1761.45,1
1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95,0
0,0,0,0,45,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,1,20.15,1411.2,0
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,1
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2724.6,1
0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,1,2,20.05,264.55,0
1,0,0,1,72,0,1,0,2,2,2,2,2,2,2,0,1,67.2,4671.7,0
1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,0,2,94.55,1173.55,0
0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,69.05,318.5,1
1,1,1,0,71,1,2,1,2,2,2,0,2,2,0,1,2,107.5,7713.55,0
1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,0,1,114.75,7842.3,0
0,0,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2227.8,0
1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3744.05,1
1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,1
1,1,1,0,30,1,2,1,0,0,0,0,0,0,0,0,3,77.9,2351.45,0
0,0,0,0,33,1,2,1,2,0,0,0,0,2,0,1,2,90.65,2989.6,0
1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,0
0,0,0,0,59,1,2,0,2,0,0,2,0,2,1,0,0,68.7,4070.95,0
1,1,0,0,55,0,1,0,2,2,0,0,2,0,0,1,2,44.85,2479.05,0
1,1,1,0,69,0,1,0,0,0,2,0,0,0,1,1,1,29.8,2134.3,0
0,0,0,0,66,1,2,1,0,2,0,0,2,0,1,1,0,88.9,6000.1,0
1,0,1,1,37,1,0,0,2,0,2,2,0,0,1,1,3,58.75,2203.1,0
1,1,1,0,9,1,0,2,1,1,1,1,1,1,1,0,1,19.85,183.15,0
1,0,1,1,69,1,2,0,2,0,2,2,2,2,2,0,0,86.9,6194.1,0
1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2,1
1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,0
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,90.1,521.3,1
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.15,1337.5,0
0,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,108.1,7181.95,0
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,1
1,0,1,1,46,1,0,0,2,0,2,2,0,0,1,0,3,56.9,2560.1,0
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,1
0,0,1,1,56,1,2,1,2,0,2,2,2,2,0,1,3,109.6,5953.0,0
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1790.15,0
0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2531.4,0
0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4760.3,0
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,292.85,1
0,0,0,1,19,1,0,0,0,0,0,2,0,0,0,0,3,48.8,953.65,0
0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,1
0,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,80.7,5705.05,0
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,74.5,609.9,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.55,20.55,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65,1
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,6993.65,0
0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,0,59.7,4122.65,0
0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,5762.95,0
1,0,0,0,46,0,1,0,0,0,2,2,0,0,1,0,1,33.7,1537.85,0
1,0,0,0,33,1,2,1,2,0,0,0,0,0,1,0,0,80.1,2603.3,0
0,1,1,0,50,1,2,1,2,2,2,0,2,2,0,0,0,108.75,5431.9,0
0,0,0,0,57,0,1,0,2,0,2,2,0,0,1,1,1,41.1,2258.25,0
0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,1092.35,0
0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05,1
1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,1
0,0,1,1,10,1,0,0,0,2,0,2,0,2,0,1,2,65.5,616.9,0
1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,2,40.45,1912.85,0
1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,70.45,849.1,0
1,0,1,1,19,1,2,1,0,0,0,0,0,2,0,1,2,83.65,1465.75,1
1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.1,90.1,0
0,0,0,0,69,1,0,0,2,0,2,2,2,2,2,1,1,82.45,5555.3,0
0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1278.8,0
1,0,1,0,43,1,2,0,2,2,0,2,0,0,0,0,0,66.25,2907.35,0
0,0,1,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,146.3,1
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,51.25,1
1,0,1,0,56,1,0,1,0,0,0,0,2,2,0,0,3,89.7,4952.95,0
0,0,1,0,70,0,1,0,2,2,2,2,2,2,2,0,0,64.55,4504.9,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6,1
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,1
0,0,1,1,32,1,0,0,2,2,2,2,0,2,2,0,3,73.6,2316.85,0
0,1,1,0,72,1,2,1,2,0,2,2,2,2,2,1,3,109.75,8075.35,0
1,0,0,1,37,1,0,0,2,2,0,2,0,0,2,0,1,61.45,2302.35,0
0,0,1,0,69,1,0,1,2,2,0,2,2,2,1,1,1,106.4,7251.9,0
0,0,1,0,26,1,0,0,0,2,2,2,2,2,0,0,0,81.9,2078.55,0
0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,6225.4,0
1,0,0,0,24,1,2,0,0,0,0,2,0,0,1,0,0,54.6,1242.25,0
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,2,20.55,99.45,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,288.05,1
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.7,599.25,0
0,0,1,0,55,1,2,0,2,2,0,2,0,0,1,1,1,66.05,3462.1,0
0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,853.0,1
1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,934.1,1
0,0,0,0,47,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2813.05,0
0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,1
0,0,1,0,64,1,0,1,2,0,0,2,2,2,1,1,3,96.9,6314.35,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,19.1,0
1,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,3,50.0,1003.05,0
0,0,1,0,37,0,1,0,2,0,0,2,2,0,2,0,2,45.4,1593.1,0
1,0,1,1,30,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2509.95,0
0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,3187.65,0
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,1
0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,2345.2,1
0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,0
1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,5522.7,0
1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,2335.3,1
1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4798.4,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8594.4,0
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,970.55,0
1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,7665.8,0
1,0,1,1,53,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3686.05,0
0,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,3,95.5,1115.15,1
1,0,0,0,21,1,0,0,0,0,2,0,0,2,0,0,3,61.65,1393.6,0
